image_a,image_b,label,identity_a,identity_b,pair_type,cosine_similarity
D:\biztech\preprocessed_images\person_095\img_04.jpg,D:\biztech\preprocessed_images\person_095\img_08.jpg,1,person_095,person_095,positive,0.612535
D:\biztech\preprocessed_images\person_072\img_17.jpg,D:\biztech\preprocessed_images\person_474\img_04.jpg,0,person_072,person_474,negative,-0.169133
D:\biztech\preprocessed_images\person_033\img_21.jpg,D:\biztech\preprocessed_images\person_575\img_01.jpg,0,person_033,person_575,negative,-0.217758
D:\biztech\preprocessed_images\person_058\img_02.jpg,D:\biztech\preprocessed_images\person_058\img_11.jpg,1,person_058,person_058,positive,0.675040
D:\biztech\preprocessed_images\person_215\img_04.jpg,D:\biztech\preprocessed_images\person_215\img_07.jpg,1,person_215,person_215,positive,0.692161
D:\biztech\preprocessed_images\person_217\img_05.jpg,D:\biztech\preprocessed_images\person_217\img_07.jpg,1,person_217,person_217,positive,0.719224
D:\biztech\preprocessed_images\person_045\img_05.jpg,D:\biztech\preprocessed_images\person_045\img_16.jpg,1,person_045,person_045,positive,0.394850
D:\biztech\preprocessed_images\person_226\img_06.jpg,D:\biztech\preprocessed_images\person_168\img_03.jpg,0,person_226,person_168,negative,0.041854
D:\biztech\preprocessed_images\person_512\img_02.jpg,D:\biztech\preprocessed_images\person_028\img_05.jpg,0,person_512,person_028,negative,-0.097206
D:\biztech\preprocessed_images\person_095\img_10.jpg,D:\biztech\preprocessed_images\person_095\img_12.jpg,1,person_095,person_095,positive,0.562841
D:\biztech\preprocessed_images\person_068\img_02.jpg,D:\biztech\preprocessed_images\person_068\img_19.jpg,1,person_068,person_068,positive,0.299394
D:\biztech\preprocessed_images\person_465\img_03.jpg,D:\biztech\preprocessed_images\person_559\img_01.jpg,0,person_465,person_559,negative,0.049655
D:\biztech\preprocessed_images\person_197\img_05.jpg,D:\biztech\preprocessed_images\person_197\img_06.jpg,1,person_197,person_197,positive,0.284818
D:\biztech\preprocessed_images\person_031\img_04.jpg,D:\biztech\preprocessed_images\person_031\img_20.jpg,1,person_031,person_031,positive,0.451243
D:\biztech\preprocessed_images\person_603\img_04.jpg,D:\biztech\preprocessed_images\person_147\img_01.jpg,0,person_603,person_147,negative,0.116692
D:\biztech\preprocessed_images\person_270\img_03.jpg,D:\biztech\preprocessed_images\person_270\img_05.jpg,1,person_270,person_270,positive,0.619630
D:\biztech\preprocessed_images\person_068\img_01.jpg,D:\biztech\preprocessed_images\person_068\img_15.jpg,1,person_068,person_068,positive,0.743139
D:\biztech\preprocessed_images\person_031\img_20.jpg,D:\biztech\preprocessed_images\person_550\img_03.jpg,0,person_031,person_550,negative,-0.122995
D:\biztech\preprocessed_images\person_115\img_02.jpg,D:\biztech\preprocessed_images\person_115\img_05.jpg,1,person_115,person_115,positive,0.470894
D:\biztech\preprocessed_images\person_596\img_01.jpg,D:\biztech\preprocessed_images\person_353\img_01.jpg,0,person_596,person_353,negative,-0.131046
D:\biztech\preprocessed_images\person_068\img_13.jpg,D:\biztech\preprocessed_images\person_068\img_16.jpg,1,person_068,person_068,positive,0.612059
D:\biztech\preprocessed_images\person_047\img_17.jpg,D:\biztech\preprocessed_images\person_047\img_18.jpg,1,person_047,person_047,positive,0.370967
D:\biztech\preprocessed_images\person_439\img_03.jpg,D:\biztech\preprocessed_images\person_028\img_30.jpg,0,person_439,person_028,negative,-0.122174
D:\biztech\preprocessed_images\person_576\img_01.jpg,D:\biztech\preprocessed_images\person_234\img_01.jpg,0,person_576,person_234,negative,0.082120
D:\biztech\preprocessed_images\person_090\img_08.jpg,D:\biztech\preprocessed_images\person_090\img_12.jpg,1,person_090,person_090,positive,0.588868
D:\biztech\preprocessed_images\person_072\img_01.jpg,D:\biztech\preprocessed_images\person_072\img_07.jpg,1,person_072,person_072,positive,0.694470
D:\biztech\preprocessed_images\person_518\img_04.jpg,D:\biztech\preprocessed_images\person_474\img_01.jpg,0,person_518,person_474,negative,0.034484
D:\biztech\preprocessed_images\person_406\img_04.jpg,D:\biztech\preprocessed_images\person_090\img_15.jpg,0,person_406,person_090,negative,0.147397
D:\biztech\preprocessed_images\person_374\img_04.jpg,D:\biztech\preprocessed_images\person_596\img_01.jpg,0,person_374,person_596,negative,-0.097845
D:\biztech\preprocessed_images\person_512\img_03.jpg,D:\biztech\preprocessed_images\person_582\img_03.jpg,0,person_512,person_582,negative,0.177321
D:\biztech\preprocessed_images\person_096\img_14.jpg,D:\biztech\preprocessed_images\person_275\img_06.jpg,0,person_096,person_275,negative,-0.172030
D:\biztech\preprocessed_images\person_095\img_13.jpg,D:\biztech\preprocessed_images\person_095\img_15.jpg,1,person_095,person_095,positive,0.698972
D:\biztech\preprocessed_images\person_221\img_05.jpg,D:\biztech\preprocessed_images\person_160\img_07.jpg,0,person_221,person_160,negative,-0.215185
D:\biztech\preprocessed_images\person_465\img_01.jpg,D:\biztech\preprocessed_images\person_226\img_02.jpg,0,person_465,person_226,negative,0.200312
D:\biztech\preprocessed_images\person_587\img_01.jpg,D:\biztech\preprocessed_images\person_587\img_02.jpg,1,person_587,person_587,positive,0.566246
D:\biztech\preprocessed_images\person_031\img_07.jpg,D:\biztech\preprocessed_images\person_031\img_17.jpg,1,person_031,person_031,positive,0.496111
D:\biztech\preprocessed_images\person_197\img_01.jpg,D:\biztech\preprocessed_images\person_031\img_30.jpg,0,person_197,person_031,negative,0.221327
D:\biztech\preprocessed_images\person_164\img_08.jpg,D:\biztech\preprocessed_images\person_235\img_07.jpg,0,person_164,person_235,negative,0.207926
D:\biztech\preprocessed_images\person_197\img_01.jpg,D:\biztech\preprocessed_images\person_197\img_02.jpg,1,person_197,person_197,positive,0.449040
D:\biztech\preprocessed_images\person_604\img_03.jpg,D:\biztech\preprocessed_images\person_604\img_04.jpg,1,person_604,person_604,positive,0.707255
D:\biztech\preprocessed_images\person_095\img_11.jpg,D:\biztech\preprocessed_images\person_095\img_15.jpg,1,person_095,person_095,positive,0.617385
D:\biztech\preprocessed_images\person_058\img_03.jpg,D:\biztech\preprocessed_images\person_058\img_17.jpg,1,person_058,person_058,positive,0.263910
D:\biztech\preprocessed_images\person_115\img_02.jpg,D:\biztech\preprocessed_images\person_575\img_03.jpg,0,person_115,person_575,negative,-0.121479
D:\biztech\preprocessed_images\person_364\img_02.jpg,D:\biztech\preprocessed_images\person_364\img_03.jpg,1,person_364,person_364,positive,0.685966
D:\biztech\preprocessed_images\person_559\img_02.jpg,D:\biztech\preprocessed_images\person_380\img_02.jpg,0,person_559,person_380,negative,-0.005978
D:\biztech\preprocessed_images\person_285\img_04.jpg,D:\biztech\preprocessed_images\person_364\img_04.jpg,0,person_285,person_364,negative,-0.244726
D:\biztech\preprocessed_images\person_221\img_03.jpg,D:\biztech\preprocessed_images\person_104\img_11.jpg,0,person_221,person_104,negative,0.392826
D:\biztech\preprocessed_images\person_607\img_02.jpg,D:\biztech\preprocessed_images\person_406\img_02.jpg,0,person_607,person_406,negative,0.155347
D:\biztech\preprocessed_images\person_235\img_05.jpg,D:\biztech\preprocessed_images\person_604\img_03.jpg,0,person_235,person_604,negative,0.137098
D:\biztech\preprocessed_images\person_239\img_02.jpg,D:\biztech\preprocessed_images\person_275\img_06.jpg,0,person_239,person_275,negative,0.209986
D:\biztech\preprocessed_images\person_559\img_01.jpg,D:\biztech\preprocessed_images\person_474\img_04.jpg,0,person_559,person_474,negative,0.401556
D:\biztech\preprocessed_images\person_285\img_02.jpg,D:\biztech\preprocessed_images\person_607\img_04.jpg,0,person_285,person_607,negative,-0.131263
D:\biztech\preprocessed_images\person_433\img_04.jpg,D:\biztech\preprocessed_images\person_197\img_07.jpg,0,person_433,person_197,negative,0.127435
D:\biztech\preprocessed_images\person_047\img_19.jpg,D:\biztech\preprocessed_images\person_323\img_01.jpg,0,person_047,person_323,negative,0.147097
D:\biztech\preprocessed_images\person_460\img_04.jpg,D:\biztech\preprocessed_images\person_128\img_09.jpg,0,person_460,person_128,negative,-0.085147
D:\biztech\preprocessed_images\person_031\img_04.jpg,D:\biztech\preprocessed_images\person_105\img_04.jpg,0,person_031,person_105,negative,0.132401
D:\biztech\preprocessed_images\person_045\img_07.jpg,D:\biztech\preprocessed_images\person_045\img_20.jpg,1,person_045,person_045,positive,0.245738
D:\biztech\preprocessed_images\person_550\img_02.jpg,D:\biztech\preprocessed_images\person_550\img_03.jpg,1,person_550,person_550,positive,0.740150
D:\biztech\preprocessed_images\person_353\img_04.jpg,D:\biztech\preprocessed_images\person_587\img_02.jpg,0,person_353,person_587,negative,0.230009
D:\biztech\preprocessed_images\person_217\img_02.jpg,D:\biztech\preprocessed_images\person_217\img_06.jpg,1,person_217,person_217,positive,0.790242
D:\biztech\preprocessed_images\person_226\img_07.jpg,D:\biztech\preprocessed_images\person_587\img_01.jpg,0,person_226,person_587,negative,0.526082
D:\biztech\preprocessed_images\person_007\img_11.jpg,D:\biztech\preprocessed_images\person_007\img_70.jpg,1,person_007,person_007,positive,0.670443
D:\biztech\preprocessed_images\person_028\img_25.jpg,D:\biztech\preprocessed_images\person_474\img_04.jpg,0,person_028,person_474,negative,-0.185330
D:\biztech\preprocessed_images\person_147\img_04.jpg,D:\biztech\preprocessed_images\person_147\img_07.jpg,1,person_147,person_147,positive,0.593962
D:\biztech\preprocessed_images\person_380\img_02.jpg,D:\biztech\preprocessed_images\person_380\img_04.jpg,1,person_380,person_380,positive,0.473473
D:\biztech\preprocessed_images\person_218\img_04.jpg,D:\biztech\preprocessed_images\person_218\img_05.jpg,1,person_218,person_218,positive,0.636072
D:\biztech\preprocessed_images\person_072\img_02.jpg,D:\biztech\preprocessed_images\person_072\img_10.jpg,1,person_072,person_072,positive,0.508210
D:\biztech\preprocessed_images\person_253\img_01.jpg,D:\biztech\preprocessed_images\person_253\img_04.jpg,1,person_253,person_253,positive,0.404455
D:\biztech\preprocessed_images\person_074\img_02.jpg,D:\biztech\preprocessed_images\person_074\img_15.jpg,1,person_074,person_074,positive,0.743289
D:\biztech\preprocessed_images\person_160\img_02.jpg,D:\biztech\preprocessed_images\person_160\img_04.jpg,1,person_160,person_160,positive,0.384819
D:\biztech\preprocessed_images\person_033\img_07.jpg,D:\biztech\preprocessed_images\person_349\img_02.jpg,0,person_033,person_349,negative,-0.369108
D:\biztech\preprocessed_images\person_215\img_01.jpg,D:\biztech\preprocessed_images\person_115\img_09.jpg,0,person_215,person_115,negative,0.068778
D:\biztech\preprocessed_images\person_074\img_01.jpg,D:\biztech\preprocessed_images\person_074\img_04.jpg,1,person_074,person_074,positive,0.645426
D:\biztech\preprocessed_images\person_380\img_02.jpg,D:\biztech\preprocessed_images\person_607\img_03.jpg,0,person_380,person_607,negative,-0.190935
D:\biztech\preprocessed_images\person_143\img_10.jpg,D:\biztech\preprocessed_images\person_143\img_11.jpg,1,person_143,person_143,positive,0.770536
D:\biztech\preprocessed_images\person_047\img_07.jpg,D:\biztech\preprocessed_images\person_047\img_21.jpg,1,person_047,person_047,positive,0.585184
D:\biztech\preprocessed_images\person_226\img_05.jpg,D:\biztech\preprocessed_images\person_229\img_05.jpg,0,person_226,person_229,negative,-0.021891
D:\biztech\preprocessed_images\person_105\img_03.jpg,D:\biztech\preprocessed_images\person_105\img_13.jpg,1,person_105,person_105,positive,0.188847
D:\biztech\preprocessed_images\person_081\img_01.jpg,D:\biztech\preprocessed_images\person_285\img_06.jpg,0,person_081,person_285,negative,0.690267
D:\biztech\preprocessed_images\person_031\img_03.jpg,D:\biztech\preprocessed_images\person_031\img_15.jpg,1,person_031,person_031,positive,0.177469
D:\biztech\preprocessed_images\person_164\img_06.jpg,D:\biztech\preprocessed_images\person_582\img_01.jpg,0,person_164,person_582,negative,-0.347546
D:\biztech\preprocessed_images\person_081\img_02.jpg,D:\biztech\preprocessed_images\person_081\img_10.jpg,1,person_081,person_081,positive,0.296784
D:\biztech\preprocessed_images\person_285\img_04.jpg,D:\biztech\preprocessed_images\person_007\img_09.jpg,0,person_285,person_007,negative,-0.085459
D:\biztech\preprocessed_images\person_033\img_05.jpg,D:\biztech\preprocessed_images\person_033\img_28.jpg,1,person_033,person_033,positive,0.362119
D:\biztech\preprocessed_images\person_277\img_05.jpg,D:\biztech\preprocessed_images\person_031\img_16.jpg,0,person_277,person_031,negative,0.055407
D:\biztech\preprocessed_images\person_225\img_05.jpg,D:\biztech\preprocessed_images\person_225\img_07.jpg,1,person_225,person_225,positive,0.336429
D:\biztech\preprocessed_images\person_239\img_04.jpg,D:\biztech\preprocessed_images\person_167\img_08.jpg,0,person_239,person_167,negative,0.258810
D:\biztech\preprocessed_images\person_218\img_01.jpg,D:\biztech\preprocessed_images\person_218\img_03.jpg,1,person_218,person_218,positive,0.679507
D:\biztech\preprocessed_images\person_465\img_04.jpg,D:\biztech\preprocessed_images\person_582\img_02.jpg,0,person_465,person_582,negative,-0.312763
D:\biztech\preprocessed_images\person_518\img_02.jpg,D:\biztech\preprocessed_images\person_582\img_03.jpg,0,person_518,person_582,negative,0.166864
D:\biztech\preprocessed_images\person_234\img_01.jpg,D:\biztech\preprocessed_images\person_234\img_05.jpg,1,person_234,person_234,positive,0.623252
D:\biztech\preprocessed_images\person_068\img_11.jpg,D:\biztech\preprocessed_images\person_068\img_13.jpg,1,person_068,person_068,positive,0.617611
D:\biztech\preprocessed_images\person_374\img_04.jpg,D:\biztech\preprocessed_images\person_389\img_04.jpg,0,person_374,person_389,negative,0.643640
D:\biztech\preprocessed_images\person_390\img_04.jpg,D:\biztech\preprocessed_images\person_297\img_04.jpg,0,person_390,person_297,negative,-0.159168
D:\biztech\preprocessed_images\person_176\img_05.jpg,D:\biztech\preprocessed_images\person_045\img_10.jpg,0,person_176,person_045,negative,0.052312
D:\biztech\preprocessed_images\person_253\img_06.jpg,D:\biztech\preprocessed_images\person_270\img_05.jpg,0,person_253,person_270,negative,-0.339849
D:\biztech\preprocessed_images\person_470\img_01.jpg,D:\biztech\preprocessed_images\person_518\img_01.jpg,0,person_470,person_518,negative,-0.176169
D:\biztech\preprocessed_images\person_168\img_01.jpg,D:\biztech\preprocessed_images\person_168\img_04.jpg,1,person_168,person_168,positive,0.453505
D:\biztech\preprocessed_images\person_518\img_03.jpg,D:\biztech\preprocessed_images\person_324\img_03.jpg,0,person_518,person_324,negative,0.443764
D:\biztech\preprocessed_images\person_270\img_04.jpg,D:\biztech\preprocessed_images\person_143\img_11.jpg,0,person_270,person_143,negative,-0.014318
D:\biztech\preprocessed_images\person_353\img_02.jpg,D:\biztech\preprocessed_images\person_164\img_05.jpg,0,person_353,person_164,negative,-0.186715
D:\biztech\preprocessed_images\person_275\img_06.jpg,D:\biztech\preprocessed_images\person_217\img_01.jpg,0,person_275,person_217,negative,-0.226675
D:\biztech\preprocessed_images\person_197\img_01.jpg,D:\biztech\preprocessed_images\person_575\img_03.jpg,0,person_197,person_575,negative,-0.119984
D:\biztech\preprocessed_images\person_439\img_04.jpg,D:\biztech\preprocessed_images\person_380\img_03.jpg,0,person_439,person_380,negative,-0.324270
D:\biztech\preprocessed_images\person_147\img_04.jpg,D:\biztech\preprocessed_images\person_147\img_09.jpg,1,person_147,person_147,positive,0.598761
D:\biztech\preprocessed_images\person_215\img_02.jpg,D:\biztech\preprocessed_images\person_253\img_03.jpg,0,person_215,person_253,negative,-0.177645
D:\biztech\preprocessed_images\person_164\img_03.jpg,D:\biztech\preprocessed_images\person_164\img_04.jpg,1,person_164,person_164,positive,0.607497
D:\biztech\preprocessed_images\person_271\img_06.jpg,D:\biztech\preprocessed_images\person_607\img_03.jpg,0,person_271,person_607,negative,-0.274024
D:\biztech\preprocessed_images\person_282\img_04.jpg,D:\biztech\preprocessed_images\person_026\img_26.jpg,0,person_282,person_026,negative,0.048953
D:\biztech\preprocessed_images\person_272\img_01.jpg,D:\biztech\preprocessed_images\person_272\img_03.jpg,1,person_272,person_272,positive,0.602416
D:\biztech\preprocessed_images\person_167\img_06.jpg,D:\biztech\preprocessed_images\person_068\img_13.jpg,0,person_167,person_068,negative,-0.384528
D:\biztech\preprocessed_images\person_272\img_03.jpg,D:\biztech\preprocessed_images\person_364\img_01.jpg,0,person_272,person_364,negative,-0.149198
D:\biztech\preprocessed_images\person_072\img_16.jpg,D:\biztech\preprocessed_images\person_072\img_18.jpg,1,person_072,person_072,positive,0.229804
D:\biztech\preprocessed_images\person_349\img_02.jpg,D:\biztech\preprocessed_images\person_349\img_04.jpg,1,person_349,person_349,positive,0.406272
D:\biztech\preprocessed_images\person_007\img_07.jpg,D:\biztech\preprocessed_images\person_007\img_49.jpg,1,person_007,person_007,positive,0.535565
D:\biztech\preprocessed_images\person_115\img_05.jpg,D:\biztech\preprocessed_images\person_115\img_06.jpg,1,person_115,person_115,positive,0.703110
D:\biztech\preprocessed_images\person_439\img_02.jpg,D:\biztech\preprocessed_images\person_197\img_07.jpg,0,person_439,person_197,negative,-0.302898
D:\biztech\preprocessed_images\person_115\img_04.jpg,D:\biztech\preprocessed_images\person_115\img_05.jpg,1,person_115,person_115,positive,0.313483
D:\biztech\preprocessed_images\person_068\img_03.jpg,D:\biztech\preprocessed_images\person_068\img_13.jpg,1,person_068,person_068,positive,0.264361
D:\biztech\preprocessed_images\person_433\img_04.jpg,D:\biztech\preprocessed_images\person_090\img_01.jpg,0,person_433,person_090,negative,-0.291450
D:\biztech\preprocessed_images\person_285\img_04.jpg,D:\biztech\preprocessed_images\person_285\img_06.jpg,1,person_285,person_285,positive,0.778392
D:\biztech\preprocessed_images\person_601\img_02.jpg,D:\biztech\preprocessed_images\person_601\img_03.jpg,1,person_601,person_601,positive,0.575145
D:\biztech\preprocessed_images\person_430\img_03.jpg,D:\biztech\preprocessed_images\person_430\img_04.jpg,1,person_430,person_430,positive,0.598326
D:\biztech\preprocessed_images\person_229\img_02.jpg,D:\biztech\preprocessed_images\person_115\img_06.jpg,0,person_229,person_115,negative,0.162531
D:\biztech\preprocessed_images\person_164\img_05.jpg,D:\biztech\preprocessed_images\person_164\img_09.jpg,1,person_164,person_164,positive,0.477977
D:\biztech\preprocessed_images\person_160\img_03.jpg,D:\biztech\preprocessed_images\person_596\img_04.jpg,0,person_160,person_596,negative,0.185657
D:\biztech\preprocessed_images\person_221\img_04.jpg,D:\biztech\preprocessed_images\person_221\img_07.jpg,1,person_221,person_221,positive,0.458245
D:\biztech\preprocessed_images\person_176\img_06.jpg,D:\biztech\preprocessed_images\person_095\img_01.jpg,0,person_176,person_095,negative,-0.111996
D:\biztech\preprocessed_images\person_607\img_03.jpg,D:\biztech\preprocessed_images\person_225\img_02.jpg,0,person_607,person_225,negative,0.179749
D:\biztech\preprocessed_images\person_045\img_12.jpg,D:\biztech\preprocessed_images\person_371\img_05.jpg,0,person_045,person_371,negative,0.475968
D:\biztech\preprocessed_images\person_082\img_06.jpg,D:\biztech\preprocessed_images\person_045\img_02.jpg,0,person_082,person_045,negative,-0.022834
D:\biztech\preprocessed_images\person_364\img_02.jpg,D:\biztech\preprocessed_images\person_272\img_02.jpg,0,person_364,person_272,negative,-0.298547
D:\biztech\preprocessed_images\person_224\img_01.jpg,D:\biztech\preprocessed_images\person_167\img_01.jpg,0,person_224,person_167,negative,-0.035446
D:\biztech\preprocessed_images\person_550\img_04.jpg,D:\biztech\preprocessed_images\person_072\img_16.jpg,0,person_550,person_072,negative,-0.127256
D:\biztech\preprocessed_images\person_390\img_01.jpg,D:\biztech\preprocessed_images\person_390\img_03.jpg,1,person_390,person_390,positive,0.442723
D:\biztech\preprocessed_images\person_411\img_02.jpg,D:\biztech\preprocessed_images\person_072\img_10.jpg,0,person_411,person_072,negative,0.076997
D:\biztech\preprocessed_images\person_353\img_04.jpg,D:\biztech\preprocessed_images\person_105\img_06.jpg,0,person_353,person_105,negative,0.149156
D:\biztech\preprocessed_images\person_197\img_07.jpg,D:\biztech\preprocessed_images\person_550\img_01.jpg,0,person_197,person_550,negative,-0.403990
D:\biztech\preprocessed_images\person_104\img_10.jpg,D:\biztech\preprocessed_images\person_390\img_03.jpg,0,person_104,person_390,negative,0.134089
D:\biztech\preprocessed_images\person_007\img_06.jpg,D:\biztech\preprocessed_images\person_007\img_45.jpg,1,person_007,person_007,positive,0.665917
D:\biztech\preprocessed_images\person_390\img_05.jpg,D:\biztech\preprocessed_images\person_234\img_02.jpg,0,person_390,person_234,negative,0.091097
D:\biztech\preprocessed_images\person_297\img_02.jpg,D:\biztech\preprocessed_images\person_271\img_02.jpg,0,person_297,person_271,negative,-0.101892
D:\biztech\preprocessed_images\person_033\img_28.jpg,D:\biztech\preprocessed_images\person_033\img_29.jpg,1,person_033,person_033,positive,0.823545
D:\biztech\preprocessed_images\person_389\img_01.jpg,D:\biztech\preprocessed_images\person_389\img_05.jpg,1,person_389,person_389,positive,0.630819
D:\biztech\preprocessed_images\person_285\img_03.jpg,D:\biztech\preprocessed_images\person_239\img_04.jpg,0,person_285,person_239,negative,-0.197516
D:\biztech\preprocessed_images\person_033\img_17.jpg,D:\biztech\preprocessed_images\person_217\img_04.jpg,0,person_033,person_217,negative,0.053509
D:\biztech\preprocessed_images\person_028\img_27.jpg,D:\biztech\preprocessed_images\person_082\img_03.jpg,0,person_028,person_082,negative,0.147666
D:\biztech\preprocessed_images\person_095\img_06.jpg,D:\biztech\preprocessed_images\person_406\img_05.jpg,0,person_095,person_406,negative,-0.294541
D:\biztech\preprocessed_images\person_323\img_05.jpg,D:\biztech\preprocessed_images\person_104\img_09.jpg,0,person_323,person_104,negative,-0.137530
D:\biztech\preprocessed_images\person_215\img_02.jpg,D:\biztech\preprocessed_images\person_349\img_04.jpg,0,person_215,person_349,negative,-0.091398
D:\biztech\preprocessed_images\person_007\img_39.jpg,D:\biztech\preprocessed_images\person_007\img_56.jpg,1,person_007,person_007,positive,0.430589
D:\biztech\preprocessed_images\person_168\img_01.jpg,D:\biztech\preprocessed_images\person_168\img_05.jpg,1,person_168,person_168,positive,0.457228
D:\biztech\preprocessed_images\person_072\img_08.jpg,D:\biztech\preprocessed_images\person_605\img_04.jpg,0,person_072,person_605,negative,-0.062308
D:\biztech\preprocessed_images\person_081\img_11.jpg,D:\biztech\preprocessed_images\person_081\img_15.jpg,1,person_081,person_081,positive,0.621307
D:\biztech\preprocessed_images\person_047\img_23.jpg,D:\biztech\preprocessed_images\person_333\img_02.jpg,0,person_047,person_333,negative,-0.115053
D:\biztech\preprocessed_images\person_603\img_01.jpg,D:\biztech\preprocessed_images\person_224\img_03.jpg,0,person_603,person_224,negative,-0.307087
D:\biztech\preprocessed_images\person_371\img_03.jpg,D:\biztech\preprocessed_images\person_371\img_04.jpg,1,person_371,person_371,positive,0.358361
D:\biztech\preprocessed_images\person_270\img_01.jpg,D:\biztech\preprocessed_images\person_168\img_01.jpg,0,person_270,person_168,negative,-0.251287
D:\biztech\preprocessed_images\person_095\img_06.jpg,D:\biztech\preprocessed_images\person_095\img_09.jpg,1,person_095,person_095,positive,0.246849
D:\biztech\preprocessed_images\person_115\img_04.jpg,D:\biztech\preprocessed_images\person_115\img_13.jpg,1,person_115,person_115,positive,0.252212
D:\biztech\preprocessed_images\person_164\img_02.jpg,D:\biztech\preprocessed_images\person_164\img_06.jpg,1,person_164,person_164,positive,-0.057269
D:\biztech\preprocessed_images\person_028\img_04.jpg,D:\biztech\preprocessed_images\person_028\img_08.jpg,1,person_028,person_028,positive,0.913625
D:\biztech\preprocessed_images\person_277\img_01.jpg,D:\biztech\preprocessed_images\person_285\img_06.jpg,0,person_277,person_285,negative,0.105007
D:\biztech\preprocessed_images\person_147\img_05.jpg,D:\biztech\preprocessed_images\person_147\img_09.jpg,1,person_147,person_147,positive,0.542572
D:\biztech\preprocessed_images\person_239\img_02.jpg,D:\biztech\preprocessed_images\person_090\img_05.jpg,0,person_239,person_090,negative,0.253872
D:\biztech\preprocessed_images\person_285\img_04.jpg,D:\biztech\preprocessed_images\person_047\img_05.jpg,0,person_285,person_047,negative,-0.030599
D:\biztech\preprocessed_images\person_235\img_04.jpg,D:\biztech\preprocessed_images\person_115\img_09.jpg,0,person_235,person_115,negative,0.047850
D:\biztech\preprocessed_images\person_164\img_03.jpg,D:\biztech\preprocessed_images\person_388\img_02.jpg,0,person_164,person_388,negative,-0.166322
D:\biztech\preprocessed_images\person_234\img_03.jpg,D:\biztech\preprocessed_images\person_234\img_05.jpg,1,person_234,person_234,positive,0.566653
D:\biztech\preprocessed_images\person_028\img_02.jpg,D:\biztech\preprocessed_images\person_028\img_03.jpg,1,person_028,person_028,positive,0.871907
D:\biztech\preprocessed_images\person_368\img_01.jpg,D:\biztech\preprocessed_images\person_115\img_03.jpg,0,person_368,person_115,negative,0.038149
D:\biztech\preprocessed_images\person_239\img_03.jpg,D:\biztech\preprocessed_images\person_239\img_07.jpg,1,person_239,person_239,positive,0.440451
D:\biztech\preprocessed_images\person_368\img_05.jpg,D:\biztech\preprocessed_images\person_095\img_13.jpg,0,person_368,person_095,negative,0.271849
D:\biztech\preprocessed_images\person_068\img_13.jpg,D:\biztech\preprocessed_images\person_388\img_01.jpg,0,person_068,person_388,negative,0.395407
D:\biztech\preprocessed_images\person_105\img_14.jpg,D:\biztech\preprocessed_images\person_068\img_12.jpg,0,person_105,person_068,negative,-0.133255
D:\biztech\preprocessed_images\person_047\img_04.jpg,D:\biztech\preprocessed_images\person_518\img_03.jpg,0,person_047,person_518,negative,-0.019445
D:\biztech\preprocessed_images\person_270\img_06.jpg,D:\biztech\preprocessed_images\person_277\img_04.jpg,0,person_270,person_277,negative,0.316315
D:\biztech\preprocessed_images\person_411\img_02.jpg,D:\biztech\preprocessed_images\person_411\img_04.jpg,1,person_411,person_411,positive,0.557429
D:\biztech\preprocessed_images\person_603\img_04.jpg,D:\biztech\preprocessed_images\person_601\img_03.jpg,0,person_603,person_601,negative,-0.149968
D:\biztech\preprocessed_images\person_128\img_05.jpg,D:\biztech\preprocessed_images\person_251\img_04.jpg,0,person_128,person_251,negative,-0.129963
D:\biztech\preprocessed_images\person_167\img_05.jpg,D:\biztech\preprocessed_images\person_167\img_09.jpg,1,person_167,person_167,positive,0.644454
D:\biztech\preprocessed_images\person_197\img_07.jpg,D:\biztech\preprocessed_images\person_143\img_08.jpg,0,person_197,person_143,negative,0.394720
D:\biztech\preprocessed_images\person_282\img_02.jpg,D:\biztech\preprocessed_images\person_433\img_03.jpg,0,person_282,person_433,negative,-0.093143
D:\biztech\preprocessed_images\person_176\img_03.jpg,D:\biztech\preprocessed_images\person_176\img_09.jpg,1,person_176,person_176,positive,0.696378
D:\biztech\preprocessed_images\person_275\img_01.jpg,D:\biztech\preprocessed_images\person_275\img_06.jpg,1,person_275,person_275,positive,0.543912
D:\biztech\preprocessed_images\person_470\img_03.jpg,D:\biztech\preprocessed_images\person_550\img_04.jpg,0,person_470,person_550,negative,0.242983
D:\biztech\preprocessed_images\person_033\img_23.jpg,D:\biztech\preprocessed_images\person_033\img_24.jpg,1,person_033,person_033,positive,0.813603
D:\biztech\preprocessed_images\person_323\img_01.jpg,D:\biztech\preprocessed_images\person_323\img_04.jpg,1,person_323,person_323,positive,0.758526
D:\biztech\preprocessed_images\person_072\img_04.jpg,D:\biztech\preprocessed_images\person_072\img_05.jpg,1,person_072,person_072,positive,0.438470
D:\biztech\preprocessed_images\person_167\img_05.jpg,D:\biztech\preprocessed_images\person_167\img_07.jpg,1,person_167,person_167,positive,0.580818
D:\biztech\preprocessed_images\person_234\img_05.jpg,D:\biztech\preprocessed_images\person_234\img_06.jpg,1,person_234,person_234,positive,0.726107
D:\biztech\preprocessed_images\person_274\img_03.jpg,D:\biztech\preprocessed_images\person_104\img_07.jpg,0,person_274,person_104,negative,0.220160
D:\biztech\preprocessed_images\person_081\img_03.jpg,D:\biztech\preprocessed_images\person_081\img_13.jpg,1,person_081,person_081,positive,0.685130
